"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","774","makeInvalidTransfer(Double, Integer, String) [2] -0.1, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 14:55:29 UTC 2025","passed","Fri Dec 05 14:55:30 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","1004","makerValidBetweenOwnAccountTransfer()","","Fri Dec 05 14:55:27 UTC 2025","passed","Fri Dec 05 14:55:28 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenOwnAccountTransfer"
"","226","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 14:55:28 UTC 2025","passed","Fri Dec 05 14:55:29 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1","makeValidBetweenOwnAccountTransferCheckDb()","","Fri Dec 05 14:55:21 UTC 2025","skipped","Fri Dec 05 14:55:21 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeValidBetweenOwnAccountTransferCheckDb"
"","602","changeProfileWithInvalidData(String, String) [1] Text 123, Name must contain two words with letters only","","Fri Dec 05 14:55:26 UTC 2025","passed","Fri Dec 05 14:55:27 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","110","adminCanGenerateAuthTokenTest()","","Fri Dec 05 14:55:31 UTC 2025","passed","Fri Dec 05 14:55:31 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","988","makeInvalidTransferAccountId(Long, Long, String) [2] null, 9223372036854775807, Unauthorized access to account","","Fri Dec 05 14:55:24 UTC 2025","passed","Fri Dec 05 14:55:25 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransferAccountId"
"","582","changeProfileWithInvalidData(String, String) [3]  Texttext, Name must contain two words with letters only","","Fri Dec 05 14:55:24 UTC 2025","passed","Fri Dec 05 14:55:25 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","557","changeProfileWithInvalidData(String, String) [4]   Texttext, Name must contain two words with letters only","","Fri Dec 05 14:55:25 UTC 2025","passed","Fri Dec 05 14:55:26 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","308","userCanGenerateAuthTokenTest()","","Fri Dec 05 14:55:31 UTC 2025","passed","Fri Dec 05 14:55:31 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","1799","makerValidBetweenDifferentUserAccountTransfer()","","Fri Dec 05 14:55:25 UTC 2025","passed","Fri Dec 05 14:55:27 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenDifferentUserAccountTransfer"
"","0","changeDepositWithValidData()","","Fri Dec 05 14:55:30 UTC 2025","skipped","Fri Dec 05 14:55:30 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidData"
"","285","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] ab, Password33$, USER, username, [Username must be between 3 and 15 characters]","","Fri Dec 05 14:55:28 UTC 2025","passed","Fri Dec 05 14:55:28 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","499","changeDepositWithInvalidValidBalance(Double, String) [1] 0.0, Invalid account or amount","","Fri Dec 05 14:55:29 UTC 2025","passed","Fri Dec 05 14:55:30 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
"","489","changeDepositWithInvalidValidAccount(Long, String) [2] 9223372036854775807, Unauthorized access to account","","Fri Dec 05 14:55:30 UTC 2025","passed","Fri Dec 05 14:55:31 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","839","changeDepositWithInvalidValidAccount(Long, String) [1] null, Unauthorized access to account","","Fri Dec 05 14:55:31 UTC 2025","passed","Fri Dec 05 14:55:32 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","309","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1]    , Password33$, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 14:55:27 UTC 2025","passed","Fri Dec 05 14:55:28 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","695","userCanCreateAccountTest()","","Fri Dec 05 14:55:27 UTC 2025","passed","Fri Dec 05 14:55:27 UTC 2025","","nbugs.api.CreateAccountTest","nbugs.api.CreateAccountTest","userCanCreateAccountTest"
