"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","151","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1]    , Password33$, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:45:51 UTC 2025","passed","Fri Dec 05 13:45:51 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","544","changeProfileWithInvalidData(String, String) [4]   Texttext, Name must contain two words with letters only","","Fri Dec 05 13:45:48 UTC 2025","passed","Fri Dec 05 13:45:49 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
"","309","userCanGenerateAuthTokenTest()","","Fri Dec 05 13:45:53 UTC 2025","passed","Fri Dec 05 13:45:54 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","555","changeDepositWithValidDataCheckDatabase()","","Fri Dec 05 13:45:52 UTC 2025","passed","Fri Dec 05 13:45:52 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidDataCheckDatabase"
"","752","makeInvalidTransfer(Double, Integer, String) [2] -0.1, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:45:52 UTC 2025","passed","Fri Dec 05 13:45:53 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","1","makeValidBetweenOwnAccountTransferCheckDb()","","Fri Dec 05 13:45:44 UTC 2025","skipped","Fri Dec 05 13:45:44 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeValidBetweenOwnAccountTransferCheckDb"
"","0","changeDepositWithValidData()","","Fri Dec 05 13:45:53 UTC 2025","skipped","Fri Dec 05 13:45:53 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithValidData"
"","107","adminCanGenerateAuthTokenTest()","","Fri Dec 05 13:45:53 UTC 2025","passed","Fri Dec 05 13:45:53 UTC 2025","","nbugs.api.LoginUserTest","nbugs.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","138","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] abc$, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:45:51 UTC 2025","passed","Fri Dec 05 13:45:51 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","529","changeDepositWithInvalidValidBalance(Double, String) [1] 0.0, Invalid account or amount","","Fri Dec 05 13:45:52 UTC 2025","passed","Fri Dec 05 13:45:53 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidBalance"
"","502","changeDepositWithInvalidValidAccount(Long, String) [2] 9223372036854775807, Unauthorized access to account","","Fri Dec 05 13:45:53 UTC 2025","passed","Fri Dec 05 13:45:54 UTC 2025","","nbugs.api.DepositTest","nbugs.api.DepositTest","changeDepositWithInvalidValidAccount"
"","2308","changeProfileWithValidData()","","Fri Dec 05 13:45:45 UTC 2025","passed","Fri Dec 05 13:45:47 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithValidData"
"","719","makeInvalidTransfer(Double, Integer, String) [3] 6000.0, 1, Invalid transfer: insufficient funds or invalid accounts","","Fri Dec 05 13:45:53 UTC 2025","passed","Fri Dec 05 13:45:53 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makeInvalidTransfer"
"","311","adminCanCreateUserWithCorrectData()","","Fri Dec 05 13:45:51 UTC 2025","failed","Fri Dec 05 13:45:52 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","130","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] abc%, Password33$, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Dec 05 13:45:51 UTC 2025","passed","Fri Dec 05 13:45:51 UTC 2025","","nbugs.api.CreateUserTest","nbugs.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1773","makerValidBetweenDifferentUserAccountTransfer()","","Fri Dec 05 13:45:48 UTC 2025","passed","Fri Dec 05 13:45:50 UTC 2025","","nbugs.api.TransferTest","nbugs.api.TransferTest","makerValidBetweenDifferentUserAccountTransfer"
"","625","changeProfileWithInvalidData(String, String) [2] Texttext, Name must contain two words with letters only","","Fri Dec 05 13:45:47 UTC 2025","passed","Fri Dec 05 13:45:48 UTC 2025","","nbugs.api.ChangeProfileTest","nbugs.api.ChangeProfileTest","changeProfileWithInvalidData"
